from_sku,to_sku,setup_hours,
120430,280680,1,
120430,280682,1,
120430,280683,1,
120430,280684,1,
120430,280685,1,
120430,280686,2,
120430,280689,0,
120430,570223,1,
120430,570261,2,
120430,570468,1,
120430,570471,1,
120430,570472,1,
120430,570473,1,
120430,570474,0,
120430,570475,0,
120430,570485,1,
120431,120430,0,
120431,120433,0,
120431,120434,0,
120431,120436,1,
120431,120437,0,
120431,120444,1,
120431,120448,1,
120431,120450,2,
120431,120451,2,
120431,120453,2,
120431,120463,1,
120431,120464,1,
120431,120531,0,
120431,120532,0,
120431,120533,0,
120431,120534,0,
120431,120535,0,
120431,120536,0,
120431,221800,1,
120431,221801,1,
120431,241283,2,
120431,241287,1,
120431,241288,1,
120431,251200,1,
120431,280013,2,
120431,280045,1,
120431,280052,2,
120431,280090,0,
120431,280103,1,
120431,280104,1,
120431,280105,1,
120431,280106,1,
120431,280107,2,
120431,280121,1,
120431,280128,0,
120431,280129,2,
120431,280130,2,
120431,280131,0,
120431,280164,0,
120431,280166,1,
120431,280169,1,
120431,280181,1,
120431,280212,2,
120431,280213,2,
120431,280222,2,
120431,280233,0,
120431,280234,0,
120431,280235,0,
120431,280244,1,
120431,280245,1,
120431,280246,1,
120431,280247,0,
120431,280256,2,
120431,280264,1,
120431,280281,1,
120431,280298,1,
120431,280318,1,
120431,280322,1,
120431,280323,1,
120431,280324,1,
120431,280325,1,
120431,280344,1,
120431,280345,0,
120431,280347,0,
120431,280348,1,
120431,280351,2,
120431,280355,1,
120431,280356,1,
120431,280357,0,
120431,280358,1,
120431,280359,1,
120431,280375,2,
120431,280376,2,
120431,280377,2,
120431,280378,2,
120431,280379,2,
120431,280380,2,
120431,280383,0,
120431,280384,0,
120431,280385,0,
120431,280391,1,
120431,280397,2,
120431,280399,1,
120431,280405,2,
120431,280412,1,
120431,280421,1,
120431,280425,2,
120431,280426,2,
120431,280432,1,
120431,280434,1,
120431,280436,2,
120431,280437,1,
120431,280450,1,
120431,280451,1,
120431,280452,1,
120431,280453,1,
120431,280454,1,
120431,280459,1,
120431,280464,0,
120431,280465,0,
120431,280466,0,
120431,280467,0,
120431,280468,0,
120431,280469,0,
120431,280473,0,
120431,280474,0,
120431,280477,1,
120431,280478,1,
120431,280480,2,
120431,280481,0,
120431,280488,2,
120431,280489,1,
120431,280490,1,
120431,280493,1,
120431,280496,0,
120431,280497,0,
120431,280516,1,
120431,280517,1,
120431,280520,1,
120431,280521,1,
120431,280522,1,
120431,280525,0,
120431,280526,0,
120431,280528,0,
120431,280529,0,
120431,280532,0,
120431,280539,2,
120431,280541,1,
120431,280557,1,
120431,280558,1,
120431,280559,1,
120431,280563,1,
120431,280564,1,
120431,280566,1,
120431,280567,1,
120431,280570,1,
120431,280571,1,
120431,280572,1,
120431,280573,0,
120431,280574,1,
120431,280575,1,
120431,280576,1,
120431,280578,1,
120431,280579,1,
120431,280580,1,
120431,280581,1,
120431,280582,1,
120431,280583,1,
120431,280584,1,
120431,280585,1,
120431,280586,1,
120431,280587,1,
120431,280588,1,
120431,280589,1,
120431,280590,1,
120431,280591,1,
120431,280592,1,
120431,280601,0,
120431,280602,0,
120431,280605,0,
120431,280606,0,
120431,280607,0,
120431,280608,0,
120431,280609,0,
120431,280610,0,
120431,280611,0,
120431,280612,0,
120431,280613,0,
120431,280614,0,
120431,280615,0,
120431,280616,0,
120431,280617,0,
120431,280622,0,
120431,280623,0,
120431,280624,0,
120431,280641,1,
120431,280642,1,
120431,280643,1,
120431,280644,1,
120431,280645,1,
120431,280646,1,
120431,280647,1,
120431,280652,0,
120431,280653,0,
120431,280655,2,
120431,280659,1,
120431,280660,1,
120431,280661,1,
120431,280662,1,
120431,280673,1,
120431,280674,1,
120431,280676,1,
120431,280677,1,
120431,280679,1,
120431,280680,1,
120431,280682,1,
120431,280683,1,
120431,280684,1,
120431,280685,1,
120431,280686,2,
120431,280689,0,
120431,570223,1,
120431,570261,2,
120431,570468,1,
120431,570471,1,
120431,570472,1,
120431,570473,1,
120431,570474,0,
120431,570475,0,
120431,570485,1,
120433,120430,0,
120433,120431,0,
120433,120434,0,
120433,120436,1,
120433,120437,1,
120433,120444,1,
120433,120448,0,
120433,120450,2,
120433,120451,2,
120433,120453,2,
120433,120463,1,
120433,120464,1,
120433,120531,0,
120433,120532,0,
120433,120533,0,
120433,120534,0,
120433,120535,0,
120433,120536,0,
120433,221800,1,
120433,221801,1,
120433,241283,2,
120433,241287,1,
120433,241288,1,
120433,251200,1,
120433,280013,2,
120433,280045,1,
120433,280052,2,
120433,280090,0,
120433,280103,1,
120433,280104,1,
120433,280105,1,
120433,280106,1,
120433,280107,2,
120433,280121,1,
120433,280128,0,
120433,280129,2,
120433,280130,2,
120433,280131,0,
120433,280164,0,
120433,280166,1,
120433,280169,1,
120433,280181,1,
120433,280212,2,
120433,280213,2,
120433,280222,2,
120433,280233,0,
120433,280234,0,
120433,280235,0,
120433,280244,1,
120433,280245,1,
120433,280246,1,
120433,280247,0,
120433,280256,2,
120433,280264,1,
120433,280281,1,
120433,280298,1,
120433,280318,1,
120433,280322,1,
120433,280323,1,
120433,280324,1,
120433,280325,1,
120433,280344,1,
120433,280345,0,
120433,280347,0,
120433,280348,1,
120433,280351,2,
120433,280355,1,
120433,280356,1,
120433,280357,0,
120433,280358,1,
120433,280359,1,
120433,280375,2,
120433,280376,2,
120433,280377,2,
120433,280378,2,
120433,280379,2,
120433,280380,2,
120433,280383,0,
120433,280384,0,
120433,280385,0,
120433,280391,1,
120433,280397,2,
120433,280399,1,
120433,280405,2,
120433,280412,1,
120433,280421,1,
120433,280425,2,
120433,280426,2,
120433,280432,1,
120433,280434,1,
120433,280436,2,
120433,280437,1,
120433,280450,1,
120433,280451,1,
120433,280452,1,
120433,280453,1,
120433,280454,1,
120433,280459,1,
120433,280464,0,
120433,280465,0,
120433,280466,0,
120433,280467,0,
120433,280468,0,
120433,280469,0,
120433,280473,0,
120433,280474,0,
120433,280477,1,
120433,280478,1,
120433,280480,2,
120433,280481,0,
120433,280488,2,
120433,280489,1,
120433,280490,1,
120433,280493,1,
120433,280496,0,
120433,280497,0,
120433,280516,1,
120433,280517,1,
120433,280520,1,
120433,280521,1,
120433,280522,1,
120433,280525,0,
120433,280526,0,
120433,280528,0,
120433,280529,0,
120433,280532,0,
120433,280539,2,
120433,280541,1,
120433,280557,1,
120433,280558,1,
120433,280559,1,
120433,280563,1,
120433,280564,1,
120433,280566,1,
120433,280567,1,
120433,280570,1,
120433,280571,1,
120433,280572,0,
120433,280573,1,
120433,280574,1,
120433,280575,1,
120433,280576,1,
120433,280578,1,
120433,280579,1,
120433,280580,1,
120433,280581,1,
120433,280582,1,
120433,280583,1,
120433,280584,1,
120433,280585,1,
120433,280586,1,
120433,280587,1,
120433,280588,1,
120433,280589,1,
120433,280590,1,
120433,280591,1,
120433,280592,1,
120433,280601,0,
120433,280602,0,
120433,280605,0,
120433,280606,0,
120433,280607,0,
120433,280608,0,
120433,280609,0,
120433,280610,0,
120433,280611,0,
120433,280612,0,
120433,280613,0,
120433,280614,0,
120433,280615,0,
120433,280616,0,
120433,280617,0,
120433,280622,0,
120433,280623,0,
120433,280624,0,
120433,280641,1,
120433,280642,1,
120433,280643,1,
120433,280644,1,
120433,280645,1,
120433,280646,1,
120433,280647,1,
120433,280652,0,
120433,280653,0,
120433,280655,2,
120433,280659,1,
120433,280660,1,
120433,280661,1,
120433,280662,1,
120433,280673,1,
120433,280674,1,
120433,280676,1,
120433,280677,1,
120433,280679,1,
120433,280680,1,
120433,280682,1,
120433,280683,1,
120433,280684,1,
120433,280685,1,
120433,280686,2,
120433,280689,0,
120433,570223,1,
120433,570261,2,
120433,570468,1,
120433,570471,1,
120433,570472,1,
120433,570473,1,
120433,570474,0,
120433,570475,0,
120433,570485,1,
120434,120430,0,
120434,120431,0,
120434,120433,0,
120434,120436,1,
120434,120437,1,
120434,120444,1,
120434,120448,1,
120434,120450,2,
120434,120451,2,
120434,120453,2,
120434,120463,1,
120434,120464,1,
120434,120531,0,
120434,120532,0,
120434,120533,0,
120434,120534,0,
120434,120535,0,
120434,120536,0,
120434,221800,1,
120434,221801,1,
120434,241283,2,
120434,241287,1,
120434,241288,1,
120434,251200,1,
120434,280013,2,
120434,280045,1,
120434,280052,2,
120434,280090,0,
120434,280103,1,
120434,280104,1,
120434,280105,1,
120434,280106,1,
120434,280107,2,
120434,280121,1,
120434,280128,0,
120434,280129,2,
120434,280130,2,
120434,280131,0,
120434,280164,0,
120434,280166,1,
120434,280169,1,
120434,280181,1,
120434,280212,2,
120434,280213,2,
120434,280222,2,
120434,280233,0,
120434,280234,0,
120434,280235,0,
120434,280244,1,
120434,280245,1,
120434,280246,1,
120434,280247,0,
120434,280256,2,
120434,280264,1,
120434,280281,1,
120434,280298,1,
120434,280318,1,
120434,280322,1,
120434,280323,1,
120434,280324,1,
120434,280325,1,
120434,280344,1,
120434,280345,0,
120434,280347,0,
120434,280348,1,
120434,280351,2,
120434,280355,1,
120434,280356,1,
120434,280357,0,
120434,280358,1,
120434,280359,1,
120434,280375,2,
120434,280376,2,
120434,280377,2,
120434,280378,2,
120434,280379,2,
120434,280380,2,
120434,280383,0,
120434,280384,0,
120434,280385,0,
120434,280391,1,
120434,280397,2,
120434,280399,1,
120434,280405,2,
120434,280412,1,
120434,280421,1,
120434,280425,2,
120434,280426,2,
120434,280432,1,
120434,280434,1,
120434,280436,2,
120434,280437,1,
120434,280450,1,
120434,280451,1,
120434,280452,1,
120434,280453,1,
120434,280454,1,
120434,280459,1,
120434,280464,0,
120434,280465,0,
120434,280466,0,
120434,280467,0,
120434,280468,0,
120434,280469,0,
120434,280473,0,
120434,280474,0,
120434,280477,1,
120434,280478,1,
120434,280480,2,
120434,280481,0,
120434,280488,2,
120434,280489,1,
120434,280490,1,
120434,280493,1,
120434,280496,0,
120434,280497,0,
120434,280516,1,
120434,280517,1,
120434,280520,1,
120434,280521,1,
120434,280522,1,
120434,280525,0,
120434,280526,0,
120434,280528,0,
120434,280529,0,
120434,280532,0,
120434,280539,2,
120434,280541,1,
120434,280557,1,
120434,280558,1,
120434,280559,1,
120434,280563,1,
120434,280564,1,
120434,280566,1,
120434,280567,1,
120434,280570,1,
120434,280571,1,
120434,280572,1,
120434,280573,1,
120434,280574,1,
120434,280575,1,
120434,280576,1,
120434,280578,1,
120434,280579,1,
120434,280580,1,
120434,280581,1,
120434,280582,1,
120434,280583,1,
120434,280584,1,
120434,280585,1,
120434,280586,1,
120434,280587,1,
120434,280588,1,
120434,280589,1,
120434,280590,1,
120434,280591,1,
120434,280592,1,
120434,280601,0,
120434,280602,0,
120434,280605,0,
120434,280606,0,
120434,280607,0,
120434,280608,0,
120434,280609,0,
120434,280610,0,
120434,280611,0,
120434,280612,0,
120434,280613,0,
120434,280614,0,
120434,280615,0,
120434,280616,0,
120434,280617,0,
120434,280622,0,
120434,280623,0,
120434,280624,0,
120434,280641,1,
120434,280642,1,
120434,280643,1,
120434,280644,1,
120434,280645,1,
120434,280646,1,
120434,280647,1,
120434,280652,0,
120434,280653,0,
120434,280655,2,
120434,280659,1,
120434,280660,1,
120434,280661,1,
120434,280662,1,
120434,280673,1,
120434,280674,1,
120434,280676,1,
120434,280677,1,
120434,280679,1,
120434,280680,1,
120434,280682,1,
120434,280683,1,
120434,280684,1,
120434,280685,1,
120434,280686,2,
120434,280689,0,
120434,570223,1,
120434,570261,2,
120434,570468,1,
120434,570471,1,
120434,570472,1,
120434,570473,1,
120434,570474,0,
120434,570475,0,
120434,570485,1,
120436,120430,0,
120436,120431,1,
120436,120433,1,
120436,120434,1,
120436,120437,0,
120436,120444,0,
120436,120448,0,
120436,120450,2,
120436,120451,2,
120436,120453,2,
120436,120463,1,
120436,120464,0,
120436,120531,1,
120436,120532,1,
120436,120533,1,
120436,120534,1,
120436,120535,1,
120436,120536,1,
120436,221800,1,
120436,221801,1,
120436,241283,2,
120436,241287,0,
120436,241288,0,
120436,251200,0,
120436,280013,2,
120436,280045,0,
120436,280052,2,
120436,280090,1,
120436,280103,1,
120436,280104,1,
120436,280105,1,
120436,280106,1,
120436,280107,2,
120436,280121,0,
120436,280128,1,
120436,280129,2,
120436,280130,2,
120436,280131,1,
120436,280164,1,
120436,280166,0,
120436,280169,0,
120436,280181,1,
120436,280212,2,
120436,280213,2,
120436,280222,2,
120436,280233,0,
120436,280234,0,
120436,280235,0,
120436,280244,0,
120436,280245,0,
120436,280246,0,
120436,280247,0,
120436,280256,2,
120436,280264,0,
120436,280281,0,
120436,280298,0,
120436,280318,0,
120436,280322,1,
120436,280323,0,
120436,280324,1,
120436,280325,1,
120436,280344,1,
120436,280345,1,
120436,280347,1,
120436,280348,1,
120436,280351,2,
120436,280355,0,
120436,280356,1,
120436,280357,0,
120436,280358,0,
120436,280359,0,
120436,280375,2,
120436,280376,2,
120436,280377,2,
120436,280378,2,
120436,280379,2,
120436,280380,2,
120436,280383,1,
120436,280384,1,
120436,280385,1,
120436,280391,1,
120436,280397,2,
120436,280399,1,
120436,280405,2,
120436,280412,1,
120436,280421,1,
120436,280425,2,
120436,280426,2,
120436,280432,0,
120436,280434,0,
120436,280436,2,
120436,280437,1,
120436,280450,0,
120436,280451,1,
120436,280452,1,
120436,280453,1,
120436,280454,1,
120436,280459,1,
120436,280464,0,
120436,280465,0,
120436,280466,0,
120436,280467,0,
120436,280468,0,
120436,280469,0,
120436,280473,0,
120436,280474,0,
120436,280477,0,
120436,280478,1,
120436,280480,2,
120436,280481,0,
120436,280488,2,
120436,280489,1,
120436,280490,1,
120436,280493,1,
120436,280496,0,
120436,280497,0,
120436,280516,0,
120436,280517,0,
120436,280520,0,
120436,280521,0,
120436,280522,0,
120436,280525,0,
120436,280526,0,
120436,280528,0,
120436,280529,0,
120436,280532,0,
120436,280539,2,
120436,280541,0,
120436,280557,0,
120436,280558,0,
120436,280559,1,
120436,280563,1,
120436,280564,1,
120436,280566,0,
120436,280567,1,
120436,280570,1,
120436,280571,0,
120436,280572,1,
120436,280573,1,
120436,280574,1,
120436,280575,1,
120436,280576,1,
120436,280578,1,
120436,280579,1,
120436,280580,1,
120436,280581,1,
120436,280582,1,
120436,280583,0,
120436,280584,1,
120436,280585,1,
120436,280586,1,
120436,280587,1,
120436,280588,1,
120436,280589,1,
120436,280590,0,
120436,280591,1,
120436,280592,1,
120436,280601,1,
120436,280602,1,
120436,280605,0,
120436,280606,0,
120436,280607,0,
120436,280608,0,
120436,280609,0,
120436,280610,0,
120436,280611,0,
120436,280612,0,
120436,280613,0,
120436,280614,0,
120436,280615,0,
120436,280616,0,
120436,280617,0,
120436,280622,0,
120436,280623,0,
120436,280624,0,
120436,280641,1,
120436,280642,0,
120436,280643,1,
120436,280644,0,
120436,280645,1,
120436,280646,1,
120436,280647,1,
120436,280652,0,
120436,280653,0,
120436,280655,2,
120436,280659,0,
120436,280660,1,
120436,280661,0,
120436,280662,1,
120436,280673,1,
120436,280674,0,
120436,280676,1,
120436,280677,1,
120436,280679,1,
120436,280680,1,
120436,280682,1,
120436,280683,1,
120436,280684,1,
120436,280685,1,
120436,280686,2,
120436,280689,0,
120436,570223,1,
120436,570261,2,
120436,570468,1,
120436,570471,0,
120436,570472,0,
120436,570473,0,
120436,570474,1,
120436,570475,1,
120436,570485,1,
120437,120430,1,
120437,120431,0,
120437,120433,1,
120437,120434,1,
120437,120436,0,
120437,120444,0,
120437,120448,0,
120437,120450,2,
120437,120451,2,
120437,120453,2,
120437,120463,1,
120437,120464,0,
120437,120531,1,
120437,120532,1,
120437,120533,1,
120437,120534,1,
120437,120535,1,
120437,120536,1,
120437,221800,1,
120437,221801,1,
120437,241283,2,
120437,241287,0,
120437,241288,0,
120437,251200,0,
120437,280013,2,
120437,280045,0,
120437,280052,2,
120437,280090,1,
120437,280103,1,
120437,280104,1,
120437,280105,1,
120437,280106,1,
120437,280107,2,
120437,280121,0,
120437,280128,1,
120437,280129,2,
120437,280130,2,
120437,280131,1,
120437,280164,1,
120437,280166,1,
120437,280169,0,
120437,280181,1,
120437,280212,2,
120437,280213,2,
120437,280222,2,
120437,280233,0,
120437,280234,0,
120437,280235,0,
120437,280244,0,
120437,280245,0,
120437,280246,0,
120437,280247,0,
120437,280256,2,
120437,280264,0,
120437,280281,0,
120437,280298,0,
120437,280318,0,
120437,280322,1,
120437,280323,1,
120437,280324,1,
120437,280325,1,
120437,280344,1,
120437,280345,1,
120437,280347,1,
120437,280348,1,
120437,280351,2,
120437,280355,0,
120437,280356,1,
120437,280357,0,
120437,280358,0,
120437,280359,0,
120437,280375,2,
120437,280376,2,
120437,280377,2,
120437,280378,2,
120437,280379,2,
120437,280380,2,
120437,280383,1,
120437,280384,1,
120437,280385,1,
120437,280391,1,
120437,280397,2,
120437,280399,1,
120437,280405,2,
120437,280412,1,
120437,280421,1,
120437,280425,2,
120437,280426,2,
120437,280432,0,
120437,280434,0,
120437,280436,2,
120437,280437,1,
120437,280450,0,
120437,280451,1,
120437,280452,1,
120437,280453,1,
120437,280454,1,
120437,280459,1,
120437,280464,0,
120437,280465,0,
120437,280466,0,
120437,280467,0,
120437,280468,0,
120437,280469,0,
120437,280473,0,
120437,280474,0,
120437,280477,0,
120437,280478,1,
120437,280480,2,
120437,280481,0,
120437,280488,2,
120437,280489,1,
120437,280490,1,
120437,280493,1,
120437,280496,0,
120437,280497,0,
120437,280516,0,
120437,280517,0,
120437,280520,0,
120437,280521,0,
120437,280522,0,
120437,280525,0,
120437,280526,0,
120437,280528,0,
120437,280529,0,
120437,280532,0,
120437,280539,2,
120437,280541,0,
120437,280557,0,
120437,280558,0,
120437,280559,1,
120437,280563,1,
120437,280564,1,
120437,280566,0,
120437,280567,1,
120437,280570,1,
120437,280571,1,
120437,280572,1,
120437,280573,0,
120437,280574,1,
120437,280575,1,
120437,280576,1,
120437,280578,1,
120437,280579,1,
120437,280580,1,
120437,280581,1,
120437,280582,1,
120437,280583,1,
120437,280584,1,
120437,280585,1,
120437,280586,1,
120437,280587,1,
120437,280588,1,
120437,280589,1,
120437,280590,1,
120437,280591,1,
120437,280592,1,
120437,280601,1,
120437,280602,1,
120437,280605,0,
120437,280606,0,
120437,280607,0,
120437,280608,0,
120437,280609,0,
120437,280610,0,
120437,280611,0,
120437,280612,0,
120437,280613,0,
120437,280614,0,
120437,280615,0,
120437,280616,0,
120437,280617,0,
120437,280622,0,
120437,280623,0,
120437,280624,0,
120437,280641,1,
120437,280642,0,
120437,280643,1,
120437,280644,0,
120437,280645,1,
120437,280646,1,
120437,280647,1,
120437,280652,0,
120437,280653,0,
120437,280655,2,
120437,280659,0,
120437,280660,1,
120437,280661,0,
120437,280662,1,
120437,280673,1,
120437,280674,0,
120437,280676,1,
120437,280677,1,
120437,280679,1,
120437,280680,1,
120437,280682,1,
120437,280683,1,
120437,280684,1,
120437,280685,1,
120437,280686,2,
120437,280689,0,
120437,570223,1,
120437,570261,2,
120437,570468,1,
120437,570471,0,
120437,570472,0,
120437,570473,0,
120437,570474,1,
120437,570475,1,
120437,570485,1,
120444,120430,1,
120444,120431,1,
120444,120433,1,
120444,120434,1,
120444,120436,0,
120444,120437,0,
120444,120448,0,
120444,120450,2,
120444,120451,2,
120444,120453,2,
120444,120463,1,
120444,120464,0,
120444,120531,1,
120444,120532,1,
120444,120533,1,
120444,120534,1,
120444,120535,1,
120444,120536,1,
120444,221800,1,
120444,221801,1,
120444,241283,2,
120444,241287,0,
120444,241288,0,
120444,251200,0,
120444,280013,2,
120444,280045,0,
120444,280052,2,
120444,280090,1,
120444,280103,1,
120444,280104,1,
120444,280105,1,
120444,280106,1,
120444,280107,2,
120444,280121,0,
120444,280128,1,
120444,280129,2,
120444,280130,2,
120444,280131,1,
120444,280164,1,
120444,280166,1,
120444,280169,0,
120444,280181,1,
120444,280212,2,
120444,280213,2,
120444,280222,2,
120444,280233,0,
120444,280234,0,
120444,280235,0,
120444,280244,0,
120444,280245,0,
120444,280246,0,
120444,280247,0,
120444,280256,2,
120444,280264,0,
120444,280281,0,
120444,280298,0,
120444,280318,0,
120444,280322,1,
120444,280323,1,
120444,280324,1,
120444,280325,1,
120444,280344,1,
120444,280345,1,
120444,280347,1,
120444,280348,1,
120444,280351,2,
120444,280355,0,
120444,280356,1,
120444,280357,0,
120444,280358,0,
120444,280359,0,
120444,280375,2,
120444,280376,2,
120444,280377,2,
120444,280378,2,
120444,280379,2,
120444,280380,2,
120444,280383,1,
120444,280384,1,
120444,280385,1,
120444,280391,1,
120444,280397,2,
120444,280399,1,
120444,280405,2,
120444,280412,1,
120444,280421,1,
120444,280425,2,
120444,280426,2,
120444,280432,0,
120444,280434,0,
120444,280436,2,
120444,280437,1,
120444,280450,0,
120444,280451,1,
120444,280452,1,
120444,280453,1,
120444,280454,1,
120444,280459,1,
120444,280464,0,
120444,280465,0,
120444,280466,0,
120444,280467,0,
120444,280468,0,
120444,280469,0,
120444,280473,0,
120444,280474,0,
120444,280477,0,
120444,280478,1,
120444,280480,2,
120444,280481,0,
120444,280488,2,
120444,280489,1,
120444,280490,1,
120444,280493,1,
120444,280496,0,
120444,280497,0,
120444,280516,0,
120444,280517,0,
120444,280520,0,
120444,280521,0,
120444,280522,0,
120444,280525,0,
120444,280526,0,
120444,280528,0,
120444,280529,0,
120444,280532,0,
120444,280539,2,
120444,280541,0,
120444,280557,0,
120444,280558,0,
120444,280559,1,
120444,280563,1,
120444,280564,1,
120444,280566,0,
120444,280567,1,
120444,280570,1,
120444,280571,1,
120444,280572,1,
120444,280573,1,
120444,280574,1,
120444,280575,1,
120444,280576,1,
120444,280578,1,
120444,280579,1,
120444,280580,1,
120444,280581,1,
120444,280582,1,
120444,280583,1,
120444,280584,1,
120444,280585,1,
120444,280586,1,
120444,280587,1,
120444,280588,1,
120444,280589,1,
120444,280590,1,
120444,280591,1,
120444,280592,1,
120444,280601,1,
120444,280602,1,
120444,280605,0,
120444,280606,0,
120444,280607,0,
120444,280608,0,
120444,280609,0,
120444,280610,0,
120444,280611,0,
120444,280612,0,
120444,280613,0,
120444,280614,0,
120444,280615,0,
120444,280616,0,
120444,280617,0,
120444,280622,0,
120444,280623,0,
120444,280624,0,
120444,280641,1,
120444,280642,0,
120444,280643,1,
120444,280644,0,
120444,280645,1,
120444,280646,1,
120444,280647,1,
120444,280652,0,
120444,280653,0,
120444,280655,2,
120444,280659,0,
120444,280660,1,
120444,280661,0,
120444,280662,1,
120444,280673,1,
120444,280674,0,
120444,280676,1,
120444,280677,1,
120444,280679,1,
120444,280680,1,
120444,280682,1,
120444,280683,1,
120444,280684,1,
120444,280685,1,
120444,280686,2,
120444,280689,0,
120444,570223,1,
120444,570261,2,
120444,570468,1,
120444,570471,0,
120444,570472,0,
120444,570473,0,
120444,570474,1,
120444,570475,1,
120444,570485,1,
120448,120430,1,
120448,120431,1,
120448,120433,0,
120448,120434,1,
120448,120436,0,
120448,120437,0,
120448,120444,0,
120448,120450,2,
120448,120451,2,
120448,120453,2,
120448,120463,1,
120448,120464,0,
120448,120531,1,
120448,120532,1,
120448,120533,1,
120448,120534,1,
120448,120535,1,
120448,120536,1,
120448,221800,1,
120448,221801,1,
120448,241283,2,
120448,241287,0,
120448,241288,0,
120448,251200,0,
120448,280013,2,
120448,280045,0,
120448,280052,2,
120448,280090,1,
120448,280103,1,
120448,280104,1,
120448,280105,1,
120448,280106,1,
120448,280107,2,
120448,280121,0,
120448,280128,1,
120448,280129,2,
120448,280130,2,
120448,280131,1,
120448,280164,1,
120448,280166,1,
120448,280169,0,
120448,280181,1,
120448,280212,2,
120448,280213,2,
120448,280222,2,
120448,280233,0,
120448,280234,0,
120448,280235,0,
120448,280244,0,
120448,280245,0,
120448,280246,0,
120448,280247,0,
120448,280256,2,
120448,280264,0,
120448,280281,0,
120448,280298,0,
120448,280318,0,
120448,280322,1,
120448,280323,1,
120448,280324,1,
120448,280325,1,
120448,280344,1,
120448,280345,1,
120448,280347,1,
120448,280348,1,
120448,280351,2,
120448,280355,0,
120448,280356,1,
120448,280357,0,
120448,280358,0,
120448,280359,0,
120448,280375,2,
120448,280376,2,
120448,280377,2,
120448,280378,2,
120448,280379,2,
120448,280380,2,
120448,280383,1,
120448,280384,1,
120448,280385,1,
120448,280391,1,
